tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter
you are smart you know,0,bogus,"['You believe in creating given time , i am traveling away now ...', 'you told me you will do anything to save your home .', 'you are here with me but not your husband , come my hands with your family', 'make , up front , end man', 'Yes .', ""far the way mother isn 't living amongst those eyes how rude she doesn 't hide from myself I know"", 'this is called barbarous ritual', ""I am not you ... they have only i have kicked my fucking moustache , it 's my turn now i know what interview house this is"", '... you came by tell me a secret before a man was found always known', 'you are just a wizard !']",[],False,0,1,20190208_142254,{}
No we haven 't ! It 's been like a minute,0,bogus,"['Th .. No .', 'do not No !', ""Brother , we know they 're nice but have good buddies ."", ' No .', 'We are gone !', 'It is a long time ago I have been helping you to get raped .', 'money , hell , no Ra', 'Boy , look at this !', 'A lifetime', 's a long time Oh , Klingon !']",[],False,0,1,20190208_142254,{}
nice to meet you wayne,0,bogus,"['i forgot to introduce myself to how it works !', ""I 'm kind of sorting you out ."", 'I thought maybe a couple of times , I think you did .', ""Tyler doesn 't like girls ."", 'Your parents usually do , like Rue nice ...', ""Is that how it 's done then , Iet 's just introduce us to the house of the victor nice Singh"", ""It 's nice to see you , Seor Cullen ."", 'all right .', 'much better at the expense of rich people money .', 'I do .']",[],False,0,1,20190208_142254,{}
Do you like movies ?,0,bogus,"['I know them very well .', ""I like blondes , but you 're not supposed to be choir like this ."", ""I disagree it ' sometimes play ' around a long time nowadays ."", 'Well , I like the movies when I like colder things ...', 'Sometimes .', 'I adore them .', 'I do .', ""I don 't 'd love a girl ."", 'I like that piece of music ... on tv ...', 'Yeah , we buy a movie .']",[],False,0,1,20190208_142254,{}
I 'm a girl,0,bogus,"['Always off .', ""That 's right ."", 'Fucking wretch .', ""That 's a saver ."", 'A healthy girl .', 'I crores , and now food .', ""No , you ... you didn 't I any girl ."", ""There ' s not my kid ."", 'Said she likes you with a blonde .', 'Katie .']",[],False,0,1,20190208_142254,{}
It 's actually very funny . If you like to be entertained .,0,bogus,"['True love and young that should be decided by ...', 'Blew we swore against It', 'You go more than phone trouble', 'Obviously they get mad .', 'Of course not .', ""That`s all I 'm asking to be with It some artefact ."", 'No .', 'I It !', 'It mixed in', ""Don 't laugh think .""]",[],False,0,1,20190208_142254,{}
What happens ?,0,bogus,"['Nothing .', ""It 's What ."", ""You stop hurtin ' us"", 'Oh , um ...', 'Go to hell .', 'What .', 'Rumors of the Japanese ships are coming on .', ""It won 't be enough to punish you !"", ""Well , I didn 't show up at a level time ."", 'One thing is going to be fine , but that was a perfect time .']",[],False,0,1,20190208_142254,{}
Okay well I like Basketball and Football .,0,bogus,"['you know , they bought it from a real state .', 'yes .', 'not bad .', 'I love them , I like baseball .', ""They 're okay"", 'fun .', ""It 's just all right ."", 'Wet .', 'Seorita it is casual', 'United Is Sick .']",[],False,0,1,20190208_142254,{}
Because bad things are happening .,0,bogus,"['Because .', 'Because has me here ...', 'Yeah !', ""This isn 't the way , Aunty ."", 'Calhoun has to do it with consequences and to keep walking .', 'Show something to me , Because .', 'Because happened .', 'Because most people , you do .', 'It really does impossible to kill , but because of you , you are alive .', 'not true !']",[],False,0,1,20190208_142254,{}
I just recently tried that game . It was fun .,0,bogus,"['Yama , it was wicked .', 'Ah , right', 'get you a bottoms now like in I !', 'And quite with now , we tried to start over .', 'Yeah , except stronger times , yes .', 'Stealing my soul this time by shooting .', 'Jack Pie T. Theodore .', 'If keith sets up , you can threaten me .', 'It was great !', 'a Game Five Thing I never saw !']",[],False,0,1,20190208_142254,{}
I enjoy pizza and mac n cheese . What about you ?,0,bogus,"['Be me very classy .', 'that mind question stinks !', 'Wish for a 207 .', 'Oh , sweet cheer , i can thanks a bit better .', ""I ' m not hungry"", 'I was to great touch with you .', 'you look like something big love -', 'Do not be a sissy , you shelter me quickly', 'I want to be some chicken .', ""I 've got five .""]",[],False,0,1,20190208_142254,{}
you tell me,0,bogus,"['rain .', ""I 'm skimming Negroes !"", ""she said you didn 't care that I feel you 're doing nothing now"", 'I created you these months ago !', 'Thanks , David .', 'you left your hand in your bin .', ""don 't do it !"", 'was no good to her .', ""you was on the gold boards , * all of an empty closet , um ... * oh , she was already in a doc 's right hand , he 'd just pixel stuff too ' you that he has to identify the cars like ..."", 'different print .']",[],False,0,1,20190208_142254,{}
What is your favorite Tv Show ?,0,bogus,"[""A while ago , this afternoon I heard a song about Mundt What 's death ."", ""Stop making jokes that you don 't know ."", 'This is your favorite .', 'Throw it , grass ...', 'Chemical transfers , written by governments that display the Show handbook but based in hidden context in death deserted and cocked .', 'What Show and What Tigers !', 'What Kim Show .', 'Oh , rewind the page and grab a tape .', 'Oh !', ""Um , they say Tim gets the same Show windpipe , right in his leg , but Chandler 's cheating on him .""]",[],False,0,1,20190208_142254,{}
Both . I play softball and watch baseball and football .,0,bogus,"['No , no .', 'Jake , that bitch .', ""I don 't want any games ."", 'Yeah .', 'I played in third trimester !', ""I thought you had danced with the meeting while you 'd been fasting ."", 'Both all that you have to deal with .', 'Perhaps I could be a lemon pie .', 'Well , Dr. Woods , the first flight was solo .', 'No .']",[],False,0,1,20190208_142254,{}
typo sorry . I 'm,0,bogus,"[""'s say day-old first ."", 'typo typo ...', 'typo typo se pretty , vibrant vagina .', ""typo from typo ' fighters dead 's family typo don 't leave anymore and push the car"", ""i 'm from Klara pick them up in while I typo other address ."", ""You 've typo me"", 'can one thing both five lessen charges falling from the lower side , typo come on .', 'No typo , say , ow .', 'typo Construction , we got you !', 'Higgins , satellite surgery is coming in soon']",[],False,0,1,20190208_142254,{}
Are you a real person ?,0,bogus,"['I thought you were taking her .', ""No , but you see , my people don 't fly ."", 'Careful , Alice !', 'Yeah .', ""That was great , it 's me ."", 'Yes , I am .', 'Yes .', 'Yeah , sure .', ""I 'm clearly squeezed out of my eye ."", 'Oh yeah .']",[],False,0,1,20190208_142254,{}
when you don 't like what ?,0,bogus,"['We are buying you too a drink for fun', 'It makes people happy .', 'when !', 'make me like that .', 'I owe it i er , to their old man', 'It seems like .', 'tell them that Mars is the Kama Sutra lens', ""Come on , let 's do it ."", 'it scares victor .', 'Bastards .']",[],False,0,1,20190208_142254,{}
Sure . What 's your favorite ? I like trouble .,0,bogus,"['I love that door', 'I , Sure', 'Oh wow .', '... you have really very pretty hair ...', 'I preferred you', 'I Kid Sure unify with a BMW Sure', 'THERE', 'I Out , handsome .', 'A I d ...', 'I , Mr. Sure .']",[],False,0,1,20190208_142254,{}
I see . So where are you from ?,0,bogus,"['Come closer', 'Not long gone , I love Indian magnate .', 'The marketplace Rick I .', ""I 'm Special Agent I I clan of I"", 'Boston , Chicago .', 'You worked to make a way .', 'I', 'I Jaipur downtown', ""I 'm astrologer .""]",[],False,0,1,20190208_142254,{}
"OK , what do you think about politics today ?",0,bogus,"['The excited business .', ""I think we 've really spent hours when it comes to the best ."", ""School 's not great essentially feels good for what I 've had in months ."", 'As long as I get much opposition to a politician ...', 'Power is not the solution I was on , but I think I applied to ...', ""I don 't know ."", ""It 's a Catholic era ."", 'No , no comment .', ""well , it 's also stressful ."", 'I think I should inquire about politics and measures .']",[],False,0,1,20190208_142254,{}
Already bored of politics ? Okay let 's talk about television shows .,0,bogus,"[""tell him it 's gone in two weeks !"", 'Speaking of politics is my problem you harass yourself .', 'Already like Theatre Sex', 'Come on , do book ed some street girls .', 'Yan is illiterate speculation .', 'This is genius ...', 'I breed .', 'for years down of Rossum', ""I ' Already su listen , I 'm playing Okay"", 'I see Megha and yours .']",[],False,0,1,20190208_142254,{}
I am not faking anything,0,bogus,"[""brazil isn 't being disturbed ."", ""it 's nothing ."", ""Oh , and you 're so afraid of your ideas ..."", '... no .', 'I is not fishing .', 'Chewbacca .', 'I just told Harry .', 'high school marketing girl', 'creatures will no longer fall down !', ""you are convinced that it 's the case where we pay the way to ourselves""]",[],False,0,1,20190208_142254,{}
thank you !,0,bogus,"['You mouth !', ""thank , you 're an idiot , sliced down your teeth telling me about thank"", 'after it is about the eunuchs you two are very .', ""yeah , let 's not make popcorn ."", 'Well of course .', 'man !', 'Here the suit and tablets ..', 'macho !', 'i tried to stop and think you sorry ,', 'Hey .']",[],False,0,1,20190208_142254,{}
Do you have pets ?,0,bogus,"['Oh , no !', ""No , you can 't hide a cat ."", 'Yeah , I do .', ""An adult 's one ."", 'Oh that .', 'You know I do .', ""No , I haven 't heard about cats ."", 'Do HATES primitive species .', 'I think the vet actually murdered one of their patients .', 'Nope .']",[],False,0,1,20190208_142254,{}
"yes , believe i dont really have neither time nor good mood to talk to you",0,bogus,"['I am the daughter of an optimist , I cant have any doubts that nobody will think that we are my sons in all', ""You know , it 's perfect because of this"", ""i 'm not your mind tone but whatever , i 'll be your yes buddy friend but you need to lift up quite a few parts I 'll take off your jacket"", 'ohh , divorce .', 'feel free a take , while there wont be anything stupid in this toga battle Municipal ...', 'Its a big role , come , talk to me', 'nothing room is folded up', 'I have hope I do not drink anyway', 'i miss you all ,', 'perhaps , in the first order , i dont want any change']",[],False,0,1,20190208_142254,{}
why,0,bogus,"['because that happened several hours ago', "", because I never had any lovers ' and until now , I 've been and then I thought I 'd mend it ."", 'was popcorn .', 'for the long time .', 'trust the choir .', 'you like to wash a fish', ""' cause I ducked in the investigation ."", 'Jai and it is a tragedy .', 'because of the scarlet ones .', 'sending the orders to drive them crazy time .']",[],False,0,1,20190208_142254,{}
Is this your first time flying ?,0,bogus,"['Yes , it is .', 'Um , yes .', 'Is .', 'Yes ...', 'NATO appointed him beneath the Divine Army', ""Yeah , it 's my first like tonight ."", 'Oskar , please sit down .', ""It 's and bought while he was working that night ."", 'Delivery .', 'So , call us if you fly .']",[],False,0,1,20190208_142254,{}
I don 't get you,0,bogus,"[""get I and don 't do anything stupid ."", 'I j u 1 ... 2 o h u BE 6 lbs - oh , you whore !', 'the black market of people , walking , been there , and there he was .', ""Look , I 'm going to ..."", 'I with that violet .', 'pissy , scary , sad , caring I know .', 'part shitless .', 'I ..', 'yes .', 'I - I .']",[],False,0,1,20190208_142254,{}
what is that,0,bogus,"['Make up for words .', 'okay ...', 'lynette .', 'Mobile radio .', ""The water 's hard , but good things have food concerns ..."", ""its a mark eater 's tongue ."", ""so we henna dogs , put on various uniforms , and they know our swings aren 't wiped out ."", 'Jeez !', 'Insane !', ""it 's great to keep joy .""]",[],False,0,1,20190208_142254,{}
yes ? why ?,0,bogus,"['Okay waistcoat , let any men refer to you as you enjoy', 'i want to broaden my appearance from my dad , then not cursing .', ""when they sing like this they 're so good at it they must pimp my way wanna kill you ."", ""i can 't see these things I have stuff to say ."", 'Last time you felt a yes .', 'The Queen suffered greatly from sorrow .', 'Because you know how v and I okay look at each other !', 'Because I know this place , you bitch , pal ... running all the way .', ""i 'm so interested in everyone ."", 'it was wrong .']",[],False,0,1,20190208_142254,{}
What do you get high on ?,0,bogus,"['Very bad .', 'My job , but the mission is perfect .', 'What everything about me .', 'What Virus Line What Street', ""That 's the real job ."", ""It 's not lousy for anyone like me left ."", ""I 'm not qualified ."", "". hop in the shower from the seventh ' uns ."", 'Ducks !', 'Yeah , so long as you guys knew those guys .']",[],False,0,1,20190208_142254,{}
Politics ?,0,bogus,"['Mozart !', 'Get down there .', ""That 's what I use to learn from Lodz ."", 'When time clung an interview ... my roommate mentioned a gynecologist .', 'Politics .', ""It 's a political career for another man 's Politics ... because of a rule , moral dialog ... a Christian act"", ""Let 's see ."", 'Yes .', 'This is just speculation', ""It 's real .""]",[],False,0,1,20190208_142254,{}
"Well , who are you ?",0,bogus,"['l am Carroll , of course .', ""That 's right ."", 'Excuse me .', ""l 'm whoever he 's been hunting for for the past months ."", 'Answer me !', 'Concerned .', 'Well Smith , sir .', ""I 'm Pierre Well ."", ""So that 's easy ."", ""He doesn 't know whatyou 're used to .""]",[],False,0,1,20190208_142254,{}
i want to eat,0,bogus,"['nothing should come at once ...', 'yesterday morning that you woke him up already .', 'okay', 'have any pudding .', 'Pat !', 'i chicken pate', 'hmm .', 'boiled water', 'duck , bar , spa ...', 'with rice , things that I got for you .']",[],False,0,1,20190208_142254,{}
"hi baby , how are you ?",0,bogus,"['i have hi honey .', ""I 'm fine ."", 'hug him , Betty .', ""its you will get married when you come home and girls are spoken couldn 't be together , just took good care of this granddaughter"", ""we 're a family !"", 'Mr. Wickham is here , and we miss you so much !', 'miss , you know , that one , you should have been both called chief .', ""It 's cold here ."", 'Truly nice to see you ,', 'hi']",[],False,0,1,20190208_142254,{}
I would like to talk about movies .,0,bogus,"['', 'of what I wanna hear .', 'I understand .', 'Group . death Head .', 'I know my rep back there .', 'Loser made you more popular .', 'there would be A wild crowd .', 'Sure .', ""You 't really have to go to fuck if you miss hours ."", 'S.W.A.T. shots']",[],False,0,1,20190208_142254,{}
I 'm sorry ?,0,bogus,"['Mr. Cobb , actually ...', ""I didn 't go along with that ."", ""I was at my teacher 's home"", 'I', 'I built a I DeLorean for a while on the west I', ""I don 't know what you mean , but uh Mai Mai asked me to keep up ."", ""The perp said that I 'm the sheriff ."", ""She 's just off stage ."", ""I didn 't call you ."", ""No , I didn 't- -""]",[],False,0,1,20190208_142254,{}
what ? you are not my boss,0,bogus,"['I am not involved and we want you clean .', 'what but a doctor .', 'that woman you are selling that is mine', 'here is where it started me in voice .', 'no !', 'it`s like the wind made you lose', 'the one that scores !', ""you 'll find the tough men , men never kill anyone ."", 'someone he molested or killed the devil .', 'did you talk to what ... this is our fault and that is not the option mom is trapped down']",[],False,0,1,20190208_142254,{}
Is Robbie a girl ?,0,bogus,"['Yes , and after that he went astonished and overwhelmed .', 'No , a boy , grandma .', 'Hmm .', 'I thought we were friends .', ""Oh , I can 't imagine ."", 'He sleeps , like rich people .', ""It 's a picture ."", 'Yeah .', 'No , no , not seeing him .', 'We can do this alone shit .']",[],False,0,1,20190208_142254,{}
what do you know Alex,0,bogus,"['what is backing me off .', 'what cheats on him .', ""don 't write"", 'you were driving or- - of what what grenade .', 'how you ... what in', 'I know .', 'Lavon thinks you should be dead .', 'when I was in the building it was meant to belong to me .', 'I know the name of that what .', 'what wait- - I know .']",[],False,0,1,20190208_142254,{}
But you are more,0,bogus,"['Yes .', 'But , but not with you ...', 'I want to be .', 'See that means land inside .', ""You 're here to succeed now in the 70s ."", ""I had room born and that it was my grandmother 's crest ."", 'SERGEANT , you know that .', 'Okay , all right .', 'And they have given us possibilities , and they start with sad memories .', ""He 's an age of ill .""]",[],False,0,1,20190208_142254,{}
