tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter
Hello ! How are you !,0,bogus,"[u'Hello drachmas .', u'Thank you !', u'You are an ambassador .', u'name 3 months , two months and eight days to go .', u""I 'm doing good ."", u'Good !', u""decorator , like you say even invite me to my party a couple of years ago , your brother , Hello 's son"", u'Yet you look like a steak girl .', u'Oh , sir , it was my ex-wife .', u""Okay , I 'm going""]",[],False,0,1,20190208_135709,{}
you are smart you know,0,bogus,"[u'You believe in creating given time , i am traveling away now ...', u'you told me you will do anything to save your home .', u'you are here with me but not your husband , come my hands with your family', u'make , up front , end man', u'Yes .', u""far the way mother isn 't living amongst those eyes how rude she doesn 't hide from myself I know"", u'this is called barbarous ritual', u""I am not you ... they have only i have kicked my fucking moustache , it 's my turn now i know what interview house this is"", u'... you came by tell me a secret before a man was found always known', u'you are just a wizard !']",[],False,0,1,20190208_135709,{}
No we haven 't ! It 's been like a minute,0,bogus,"[u'Th .. No .', u'do not No !', u""Brother , we know they 're nice but have good buddies ."", u'\xa1 No .', u'We are gone !', u'It is a long time ago I have been helping you to get raped .', u'money , hell , no Ra', u'Boy , look at this !', u'A lifetime', u's a long time Oh , Klingon !']",[],False,0,1,20190208_135709,{}
nice to meet you wayne,0,bogus,"[u'i forgot to introduce myself to how it works !', u""I 'm kind of sorting you out ."", u'I thought maybe a couple of times , I think you did .', u""Tyler doesn 't like girls ."", u'Your parents usually do , like Rue nice ...', u""Is that how it 's done then , Iet 's just introduce us to the house of the victor nice Singh"", u""It 's nice to see you , Se\xf1or Cullen ."", u'all right .', u'much better at the expense of rich people money .', u'I do .']",[],False,0,1,20190208_135709,{}
Do you like movies ?,0,bogus,"[u'I know them very well .', u""I like blondes , but you 're not supposed to be choir like this ."", u""I disagree it ' sometimes play ' around a long time nowadays ."", u'Well , I like the movies when I like colder things ...', u'Sometimes .', u'I adore them .', u'I do .', u""I don 't 'd love a girl ."", u'I like that piece of music ... on tv ...', u'Yeah , we buy a movie .']",[],False,0,1,20190208_135709,{}
I 'm a girl,0,bogus,"[u'Always off .', u""That 's right ."", u'Fucking wretch .', u""That 's a saver ."", u'A healthy girl .', u'I crores , and now food .', u""No , you ... you didn 't I any girl ."", u""There ' s not my kid ."", u'Said she likes you with a blonde .', u'Katie .']",[],False,0,1,20190208_135709,{}
It 's actually very funny . If you like to be entertained .,0,bogus,"[u'True love and young that should be decided by ...', u'Blew we swore against It', u'You go more than phone trouble', u'Obviously they get mad .', u'Of course not .', u""That`s all I 'm asking to be with It some artefact ."", u'No .', u'I It !', u'It mixed in', u""Don 't laugh think .""]",[],False,0,1,20190208_135709,{}
What happens ?,0,bogus,"[u'Nothing .', u""It 's What ."", u""You stop hurtin ' us"", u'Oh , um ...', u'Go to hell .', u'What .', u'Rumors of the Japanese ships are coming on .', u""It won 't be enough to punish you !"", u""Well , I didn 't show up at a level time ."", u'One thing is going to be fine , but that was a perfect time .']",[],False,0,1,20190208_135709,{}
Okay well I like Basketball and Football .,0,bogus,"[u'you know , they bought it from a real state .', u'yes .', u'not bad .', u'I love them , I like baseball .', u""They 're okay"", u'fun .', u""It 's just all right ."", u'Wet .', u'Se\xf1orita it is casual', u'United Is Sick .']",[],False,0,1,20190208_135709,{}
Because bad things are happening .,0,bogus,"[u'Because .', u'Because has me here ...', u'Yeah !', u""This isn 't the way , Aunty ."", u'Calhoun has to do it with consequences and to keep walking .', u'Show something to me , Because .', u'Because happened .', u'Because most people , you do .', u'It really does impossible to kill , but because of you , you are alive .', u'not true !']",[],False,0,1,20190208_135709,{}
I just recently tried that game . It was fun .,0,bogus,"[u'Yama , it was wicked .', u'Ah , right', u'get you a bottoms now like in I !', u'And quite with now , we tried to start over .', u'Yeah , except stronger times , yes .', u'Stealing my soul this time by shooting .', u'Jack Pie T. Theodore .', u'If keith sets up , you can threaten me .', u'It was great !', u'a Game Five Thing I never saw !']",[],False,0,1,20190208_135709,{}
I enjoy pizza and mac n cheese . What about you ?,0,bogus,"[u'Be me very classy .', u'that mind question stinks !', u'Wish for a 207 .', u'Oh , sweet cheer , i can thanks a bit better .', u""I ' m not hungry"", u'I was to great touch with you .', u'you look like something big love -', u'Do not be a sissy , you shelter me quickly', u'I want to be some chicken .', u""I 've got five .""]",[],False,0,1,20190208_135709,{}
you tell me,0,bogus,"[u'rain .', u""I 'm skimming Negroes !"", u""she said you didn 't care that I feel you 're doing nothing now"", u'I created you these months ago !', u'Thanks , David .', u'you left your hand in your bin .', u""don 't do it !"", u'was no good to her .', u""you was on the gold boards , * all of an empty closet , um ... * oh , she was already in a doc 's right hand , he 'd just pixel stuff too ' you that he has to identify the cars like ..."", u'different print .']",[],False,0,1,20190208_135709,{}
What is your favorite Tv Show ?,0,bogus,"[u""A while ago , this afternoon I heard a song about Mundt What 's death ."", u""Stop making jokes that you don 't know ."", u'This is your favorite .', u'Throw it , grass ...', u'Chemical transfers , written by governments that display the Show handbook but based in hidden context in death deserted and cocked .', u'What Show and What Tigers !', u'What Kim Show .', u'Oh , rewind the page and grab a tape .', u'Oh !', u""Um , they say Tim gets the same Show windpipe , right in his leg , but Chandler 's cheating on him .""]",[],False,0,1,20190208_135709,{}
Both . I play softball and watch baseball and football .,0,bogus,"[u'No , no .', u'Jake , that bitch .', u""I don 't want any games ."", u'Yeah .', u'I played in third trimester !', u""I thought you had danced with the meeting while you 'd been fasting ."", u'Both all that you have to deal with .', u'Perhaps I could be a lemon pie .', u'Well , Dr. Woods , the first flight was solo .', u'No .']",[],False,0,1,20190208_135709,{}
typo sorry . I 'm,0,bogus,"[u""'s say day-old first ."", u'typo typo ...', u'typo typo se pretty , vibrant vagina .', u""typo from typo ' fighters dead 's family typo don 't leave anymore and push the car"", u""i 'm from Klara pick them up in while I typo other address ."", u""You 've typo me"", u'can one thing both five lessen charges falling from the lower side , typo come on .', u'No typo , say , ow .', u'typo Construction , we got you !', u'Higgins , satellite surgery is coming in soon']",[],False,0,1,20190208_135709,{}
Are you a real person ?,0,bogus,"[u'I thought you were taking her .', u""No , but you see , my people don 't fly ."", u'Careful , Alice !', u'Yeah .', u""That was great , it 's me ."", u'Yes , I am .', u'Yes .', u'Yeah , sure .', u""I 'm clearly squeezed out of my eye ."", u'Oh yeah .']",[],False,0,1,20190208_135709,{}
when you don 't like what ?,0,bogus,"[u'We are buying you too a drink for fun', u'It makes people happy .', u'when !', u'make me like that .', u'I owe it i er , to their old man', u'It seems like .', u'tell them that Mars is the Kama Sutra lens', u""Come on , let 's do it ."", u'it scares victor .', u'Bastards .']",[],False,0,1,20190208_135709,{}
Sure . What 's your favorite ? I like trouble .,0,bogus,"[u'I love that door', u'I , Sure', u'Oh wow .', u'... you have really very pretty hair ...', u'I preferred you', u'I Kid Sure unify with a BMW Sure', u'THERE', u'I Out , handsome .', u'A I d ...', u'I , Mr. Sure .']",[],False,0,1,20190208_135709,{}
I see . So where are you from ?,0,bogus,"[u'Come closer', u'Not long gone , I love Indian magnate .', u'The marketplace Rick I .', u""I 'm Special Agent I I clan of I"", u'Boston , Chicago .', u'You worked to make a way .', u'I', u'I Jaipur downtown', u""I 'm astrologer .""]",[],False,0,1,20190208_135709,{}
"OK , what do you think about politics today ?",0,bogus,"[u'The excited business .', u""I think we 've really spent hours when it comes to the best ."", u""School 's not great essentially feels good for what I 've had in months ."", u'As long as I get much opposition to a politician ...', u'Power is not the solution I was on , but I think I applied to ...', u""I don 't know ."", u""It 's a Catholic era ."", u'No , no comment .', u""well , it 's also stressful ."", u'I think I should inquire about politics and measures .']",[],False,0,1,20190208_135709,{}
Already bored of politics ? Okay let 's talk about television shows .,0,bogus,"[u""tell him it 's gone in two weeks !"", u'Speaking of politics is my problem you harass yourself .', u'Already like Theatre Sex', u'Come on , do book ed some street girls .', u'Yan is illiterate speculation .', u'This is genius ...', u'I breed .', u'for years down of Rossum', u""I ' Already su listen , I 'm playing Okay"", u'I see Megha and yours .']",[],False,0,1,20190208_135709,{}
I am not faking anything,0,bogus,"[u""brazil isn 't being disturbed ."", u""it 's nothing ."", u""Oh , and you 're so afraid of your ideas ..."", u'... no .', u'I is not fishing .', u'Chewbacca .', u'I just told Harry .', u'high school marketing girl', u'creatures will no longer fall down !', u""you are convinced that it 's the case where we pay the way to ourselves""]",[],False,0,1,20190208_135709,{}
thank you !,0,bogus,"[u'You mouth !', u""thank , you 're an idiot , sliced down your teeth telling me about thank"", u'after it is about the eunuchs you two are very .', u""yeah , let 's not make popcorn ."", u'Well of course .', u'man !', u'Here the suit and tablets ..', u'macho !', u'i tried to stop and think you sorry ,', u'Hey .']",[],False,0,1,20190208_135709,{}
Do you have pets ?,0,bogus,"[u'Oh , no !', u""No , you can 't hide a cat ."", u'Yeah , I do .', u""An adult 's one ."", u'Oh that .', u'You know I do .', u""No , I haven 't heard about cats ."", u'Do HATES primitive species .', u'I think the vet actually murdered one of their patients .', u'Nope .']",[],False,0,1,20190208_135709,{}
"yes , believe i dont really have neither time nor good mood to talk to you",0,bogus,"[u'I am the daughter of an optimist , I cant have any doubts that nobody will think that we are my sons in all', u""You know , it 's perfect because of this"", u""i 'm not your mind tone but whatever , i 'll be your yes buddy friend but you need to lift up quite a few parts I 'll take off your jacket"", u'ohh , divorce .', u'feel free a take , while there wont be anything stupid in this toga battle Municipal ...', u'Its a big role , come , talk to me', u'nothing room is folded up', u'I have hope I do not drink anyway', u'i miss you all ,', u'perhaps , in the first order , i dont want any change']",[],False,0,1,20190208_135709,{}
why,0,bogus,"[u'because that happened several hours ago', u"", because I never had any lovers ' and until now , I 've been and then I thought I 'd mend it ."", u'was popcorn .', u'for the long time .', u'trust the choir .', u'you like to wash a fish', u""' cause I ducked in the investigation ."", u'Jai and it is a tragedy .', u'because of the scarlet ones .', u'sending the orders to drive them crazy time .']",[],False,0,1,20190208_135709,{}
Is this your first time flying ?,0,bogus,"[u'Yes , it is .', u'Um , yes .', u'Is .', u'Yes ...', u'NATO appointed him beneath the Divine Army', u""Yeah , it 's my first like tonight ."", u'Oskar , please sit down .', u""It 's and bought while he was working that night ."", u'Delivery .', u'So , call us if you fly .']",[],False,0,1,20190208_135709,{}
I don 't get you,0,bogus,"[u""get I and don 't do anything stupid ."", u'I j u 1 ... 2 o h u BE 6 lbs - oh , you whore !', u'the black market of people , walking , been there , and there he was .', u""Look , I 'm going to ..."", u'I with that violet .', u'pissy , scary , sad , caring I know .', u'part shitless .', u'I ..', u'yes .', u'I - I .']",[],False,0,1,20190208_135709,{}
what is that,0,bogus,"[u'Make up for words .', u'okay ...', u'lynette .', u'Mobile radio .', u""The water 's hard , but good things have food concerns ..."", u""its a mark eater 's tongue ."", u""so we henna dogs , put on various uniforms , and they know our swings aren 't wiped out ."", u'Jeez !', u'Insane !', u""it 's great to keep joy .""]",[],False,0,1,20190208_135709,{}
yes ? why ?,0,bogus,"[u'Okay waistcoat , let any men refer to you as you enjoy', u'i want to broaden my appearance from my dad , then not cursing .', u""when they sing like this they 're so good at it they must pimp my way wanna kill you ."", u""i can 't see these things I have stuff to say ."", u'Last time you felt a yes .', u'The Queen suffered greatly from sorrow .', u'Because you know how v and I okay look at each other !', u'Because I know this place , you bitch , pal ... running all the way .', u""i 'm so interested in everyone ."", u'it was wrong .']",[],False,0,1,20190208_135709,{}
What do you get high on ?,0,bogus,"[u'Very bad .', u'My job , but the mission is perfect .', u'What everything about me .', u'What Virus Line What Street', u""That 's the real job ."", u""It 's not lousy for anyone like me left ."", u""I 'm not qualified ."", u"". hop in the shower from the seventh ' uns ."", u'Ducks !', u'Yeah , so long as you guys knew those guys .']",[],False,0,1,20190208_135709,{}
Politics ?,0,bogus,"[u'Mozart !', u'Get down there .', u""That 's what I use to learn from Lodz ."", u'When time clung an interview ... my roommate mentioned a gynecologist .', u'Politics .', u""It 's a political career for another man 's Politics ... because of a rule , moral dialog ... a Christian act"", u""Let 's see ."", u'Yes .', u'This is just speculation', u""It 's real .""]",[],False,0,1,20190208_135709,{}
"Well , who are you ?",0,bogus,"[u'l am Carroll , of course .', u""That 's right ."", u'Excuse me .', u""l 'm whoever he 's been hunting for for the past months ."", u'Answer me !', u'Concerned .', u'Well Smith , sir .', u""I 'm Pierre Well ."", u""So that 's easy ."", u""He doesn 't know whatyou 're used to .""]",[],False,0,1,20190208_135709,{}
i want to eat,0,bogus,"[u'nothing should come at once ...', u'yesterday morning that you woke him up already .', u'okay', u'have any pudding .', u'Pat !', u'i chicken pate', u'hmm .', u'boiled water', u'duck , bar , spa ...', u'with rice , things that I got for you .']",[],False,0,1,20190208_135709,{}
"hi baby , how are you ?",0,bogus,"[u'i have hi honey .', u""I 'm fine ."", u'hug him , Betty .', u""its you will get married when you come home and girls are spoken couldn 't be together , just took good care of this granddaughter"", u""we 're a family !"", u'Mr. Wickham is here , and we miss you so much !', u'miss , you know , that one , you should have been both called chief .', u""It 's cold here ."", u'Truly nice to see you ,', u'hi']",[],False,0,1,20190208_135709,{}
I would like to talk about movies .,0,bogus,"[u'', u'of what I wanna hear .', u'I understand .', u'Group . death Head .', u'I know my rep back there .', u'Loser made you more popular .', u'there would be A wild crowd .', u'Sure .', u""You 't really have to go to fuck if you miss hours ."", u'S.W.A.T. shots']",[],False,0,1,20190208_135709,{}
I 'm sorry ?,0,bogus,"[u'Mr. Cobb , actually ...', u""I didn 't go along with that ."", u""I was at my teacher 's home"", u'I', u'I built a I DeLorean for a while on the west I', u""I don 't know what you mean , but uh Mai Mai asked me to keep up ."", u""The perp said that I 'm the sheriff ."", u""She 's just off stage ."", u""I didn 't call you ."", u""No , I didn 't- -""]",[],False,0,1,20190208_135709,{}
what ? you are not my boss,0,bogus,"[u'I am not involved and we want you clean .', u'what but a doctor .', u'that woman you are selling that is mine', u'here is where it started me in voice .', u'no !', u'it`s like the wind made you lose', u'the one that scores !', u""you 'll find the tough men , men never kill anyone ."", u'someone he molested or killed the devil .', u'did you talk to what ... this is our fault and that is not the option mom is trapped down']",[],False,0,1,20190208_135709,{}
Is Robbie a girl ?,0,bogus,"[u'Yes , and after that he went astonished and overwhelmed .', u'No , a boy , grandma .', u'Hmm .', u'I thought we were friends .', u""Oh , I can 't imagine ."", u'He sleeps , like rich people .', u""It 's a picture ."", u'Yeah .', u'No , no , not seeing him .', u'We can do this alone shit .']",[],False,0,1,20190208_135709,{}
what do you know Alex,0,bogus,"[u'what is backing me off .', u'what cheats on him .', u""don 't write"", u'you were driving or- - of what what grenade .', u'how you ... what in', u'I know .', u'Lavon thinks you should be dead .', u'when I was in the building it was meant to belong to me .', u'I know the name of that what .', u'what wait- - I know .']",[],False,0,1,20190208_135709,{}
But you are more,0,bogus,"[u'Yes .', u'But , but not with you ...', u'I want to be .', u'See that means land inside .', u""You 're here to succeed now in the 70s ."", u""I had room born and that it was my grandmother 's crest ."", u'SERGEANT , you know that .', u'Okay , all right .', u'And they have given us possibilities , and they start with sad memories .', u""He 's an age of ill .""]",[],False,0,1,20190208_135709,{}
